node_ids timestamps population
5 46136.0 Blad_aff_virt
5 47158.0 Blad_aff_virt
5 48149.0 Blad_aff_virt
5 49182.0 Blad_aff_virt
6 937.0 Blad_aff_virt
6 1930.0 Blad_aff_virt
6 2936.0 Blad_aff_virt
6 3896.0 Blad_aff_virt
6 4888.0 Blad_aff_virt
6 5913.0 Blad_aff_virt
6 6925.0 Blad_aff_virt
6 7901.0 Blad_aff_virt
6 8873.0 Blad_aff_virt
6 9874.0 Blad_aff_virt
6 10891.0 Blad_aff_virt
6 11941.0 Blad_aff_virt
6 12871.0 Blad_aff_virt
6 13840.0 Blad_aff_virt
6 14841.0 Blad_aff_virt
6 15862.0 Blad_aff_virt
6 16883.0 Blad_aff_virt
6 17863.0 Blad_aff_virt
6 18848.0 Blad_aff_virt
6 19812.0 Blad_aff_virt
6 20733.0 Blad_aff_virt
6 21722.0 Blad_aff_virt
6 22672.0 Blad_aff_virt
6 23642.0 Blad_aff_virt
6 24640.0 Blad_aff_virt
6 25673.0 Blad_aff_virt
6 26664.0 Blad_aff_virt
6 27660.0 Blad_aff_virt
6 28634.0 Blad_aff_virt
6 29621.0 Blad_aff_virt
6 30658.0 Blad_aff_virt
6 31648.0 Blad_aff_virt
6 32631.0 Blad_aff_virt
6 33618.0 Blad_aff_virt
6 34675.0 Blad_aff_virt
6 35707.0 Blad_aff_virt
6 36690.0 Blad_aff_virt
6 37672.0 Blad_aff_virt
6 38653.0 Blad_aff_virt
6 39638.0 Blad_aff_virt
6 40644.0 Blad_aff_virt
6 41653.0 Blad_aff_virt
6 42692.0 Blad_aff_virt
6 43651.0 Blad_aff_virt
6 44676.0 Blad_aff_virt
6 45600.0 Blad_aff_virt
6 46588.0 Blad_aff_virt
6 47624.0 Blad_aff_virt
6 48617.0 Blad_aff_virt
6 49673.0 Blad_aff_virt
6 59942.0 Blad_aff_virt
7 973.0 Blad_aff_virt
7 1977.0 Blad_aff_virt
7 2953.0 Blad_aff_virt
7 3951.0 Blad_aff_virt
7 4960.0 Blad_aff_virt
7 5991.0 Blad_aff_virt
7 7021.0 Blad_aff_virt
7 7987.0 Blad_aff_virt
7 9035.0 Blad_aff_virt
7 10014.0 Blad_aff_virt
7 11019.0 Blad_aff_virt
7 11962.0 Blad_aff_virt
7 12976.0 Blad_aff_virt
7 13951.0 Blad_aff_virt
7 14922.0 Blad_aff_virt
7 15890.0 Blad_aff_virt
7 16913.0 Blad_aff_virt
7 17847.0 Blad_aff_virt
7 18838.0 Blad_aff_virt
7 19816.0 Blad_aff_virt
7 20834.0 Blad_aff_virt
7 21852.0 Blad_aff_virt
7 22833.0 Blad_aff_virt
7 23781.0 Blad_aff_virt
7 24809.0 Blad_aff_virt
7 25788.0 Blad_aff_virt
7 26752.0 Blad_aff_virt
7 27716.0 Blad_aff_virt
7 28767.0 Blad_aff_virt
7 29818.0 Blad_aff_virt
7 30751.0 Blad_aff_virt
7 31774.0 Blad_aff_virt
7 32822.0 Blad_aff_virt
7 33846.0 Blad_aff_virt
7 34853.0 Blad_aff_virt
7 35856.0 Blad_aff_virt
7 36867.0 Blad_aff_virt
7 37874.0 Blad_aff_virt
7 38873.0 Blad_aff_virt
7 39902.0 Blad_aff_virt
7 40858.0 Blad_aff_virt
7 41837.0 Blad_aff_virt
7 42830.0 Blad_aff_virt
7 43845.0 Blad_aff_virt
7 44821.0 Blad_aff_virt
7 45764.0 Blad_aff_virt
7 46778.0 Blad_aff_virt
7 47846.0 Blad_aff_virt
7 48874.0 Blad_aff_virt
7 49860.0 Blad_aff_virt
8 996.0 Blad_aff_virt
8 1991.0 Blad_aff_virt
8 2988.0 Blad_aff_virt
8 3960.0 Blad_aff_virt
8 4958.0 Blad_aff_virt
8 5987.0 Blad_aff_virt
8 6995.0 Blad_aff_virt
8 7937.0 Blad_aff_virt
8 8916.0 Blad_aff_virt
8 9983.0 Blad_aff_virt
8 10985.0 Blad_aff_virt
8 11970.0 Blad_aff_virt
8 12913.0 Blad_aff_virt
8 13909.0 Blad_aff_virt
8 14918.0 Blad_aff_virt
8 15918.0 Blad_aff_virt
8 16964.0 Blad_aff_virt
8 17972.0 Blad_aff_virt
8 18975.0 Blad_aff_virt
8 20020.0 Blad_aff_virt
8 21017.0 Blad_aff_virt
8 22054.0 Blad_aff_virt
8 23007.0 Blad_aff_virt
8 23979.0 Blad_aff_virt
8 24950.0 Blad_aff_virt
8 25984.0 Blad_aff_virt
8 27024.0 Blad_aff_virt
8 28066.0 Blad_aff_virt
8 29011.0 Blad_aff_virt
8 30048.0 Blad_aff_virt
8 30997.0 Blad_aff_virt
8 31956.0 Blad_aff_virt
8 32997.0 Blad_aff_virt
8 34033.0 Blad_aff_virt
8 35051.0 Blad_aff_virt
8 36079.0 Blad_aff_virt
8 37129.0 Blad_aff_virt
8 38189.0 Blad_aff_virt
8 39125.0 Blad_aff_virt
8 40098.0 Blad_aff_virt
8 41101.0 Blad_aff_virt
8 42035.0 Blad_aff_virt
8 43037.0 Blad_aff_virt
8 44029.0 Blad_aff_virt
8 45078.0 Blad_aff_virt
8 46084.0 Blad_aff_virt
8 47128.0 Blad_aff_virt
8 48146.0 Blad_aff_virt
8 49206.0 Blad_aff_virt
9 1073.0 Blad_aff_virt
9 2082.0 Blad_aff_virt
9 3095.0 Blad_aff_virt
9 4090.0 Blad_aff_virt
9 5046.0 Blad_aff_virt
9 6080.0 Blad_aff_virt
9 7056.0 Blad_aff_virt
9 8020.0 Blad_aff_virt
9 9023.0 Blad_aff_virt
9 10006.0 Blad_aff_virt
9 11028.0 Blad_aff_virt
9 12012.0 Blad_aff_virt
9 12968.0 Blad_aff_virt
9 13932.0 Blad_aff_virt
9 14976.0 Blad_aff_virt
9 15956.0 Blad_aff_virt
9 16924.0 Blad_aff_virt
9 17995.0 Blad_aff_virt
9 18932.0 Blad_aff_virt
9 19958.0 Blad_aff_virt
9 20940.0 Blad_aff_virt
9 21985.0 Blad_aff_virt
9 22989.0 Blad_aff_virt
9 23975.0 Blad_aff_virt
9 25000.0 Blad_aff_virt
9 25949.0 Blad_aff_virt
9 26952.0 Blad_aff_virt
9 27985.0 Blad_aff_virt
9 29005.0 Blad_aff_virt
9 30003.0 Blad_aff_virt
9 31001.0 Blad_aff_virt
9 32017.0 Blad_aff_virt
9 33001.0 Blad_aff_virt
9 34039.0 Blad_aff_virt
9 35060.0 Blad_aff_virt
9 35968.0 Blad_aff_virt
9 37005.0 Blad_aff_virt
9 37962.0 Blad_aff_virt
9 38934.0 Blad_aff_virt
9 39933.0 Blad_aff_virt
9 40885.0 Blad_aff_virt
9 41865.0 Blad_aff_virt
9 42831.0 Blad_aff_virt
9 43871.0 Blad_aff_virt
9 44867.0 Blad_aff_virt
9 45892.0 Blad_aff_virt
9 46819.0 Blad_aff_virt
9 47807.0 Blad_aff_virt
9 48808.0 Blad_aff_virt
9 49843.0 Blad_aff_virt
9 59814.0 Blad_aff_virt
10 981.0 Blad_aff_virt
10 1938.0 Blad_aff_virt
10 2966.0 Blad_aff_virt
10 3967.0 Blad_aff_virt
10 4923.0 Blad_aff_virt
10 5930.0 Blad_aff_virt
10 6945.0 Blad_aff_virt
10 7952.0 Blad_aff_virt
10 8930.0 Blad_aff_virt
10 9909.0 Blad_aff_virt
10 10930.0 Blad_aff_virt
10 11903.0 Blad_aff_virt
10 12937.0 Blad_aff_virt
10 13939.0 Blad_aff_virt
10 14914.0 Blad_aff_virt
10 15939.0 Blad_aff_virt
10 16963.0 Blad_aff_virt
10 17948.0 Blad_aff_virt
10 18947.0 Blad_aff_virt
10 19927.0 Blad_aff_virt
10 20929.0 Blad_aff_virt
10 21922.0 Blad_aff_virt
10 22895.0 Blad_aff_virt
10 23934.0 Blad_aff_virt
10 24949.0 Blad_aff_virt
10 25934.0 Blad_aff_virt
10 26901.0 Blad_aff_virt
10 27884.0 Blad_aff_virt
10 28904.0 Blad_aff_virt
10 29895.0 Blad_aff_virt
10 30855.0 Blad_aff_virt
10 31844.0 Blad_aff_virt
10 32818.0 Blad_aff_virt
10 33787.0 Blad_aff_virt
10 34784.0 Blad_aff_virt
10 35732.0 Blad_aff_virt
10 36752.0 Blad_aff_virt
10 37714.0 Blad_aff_virt
10 38737.0 Blad_aff_virt
10 39735.0 Blad_aff_virt
10 40788.0 Blad_aff_virt
10 41766.0 Blad_aff_virt
10 42746.0 Blad_aff_virt
10 43695.0 Blad_aff_virt
10 44702.0 Blad_aff_virt
10 45702.0 Blad_aff_virt
10 46721.0 Blad_aff_virt
10 47776.0 Blad_aff_virt
10 48723.0 Blad_aff_virt
10 49768.0 Blad_aff_virt
10 59946.0 Blad_aff_virt
11 1018.0 Blad_aff_virt
11 1969.0 Blad_aff_virt
11 2982.0 Blad_aff_virt
11 3998.0 Blad_aff_virt
11 5023.0 Blad_aff_virt
11 5994.0 Blad_aff_virt
11 6997.0 Blad_aff_virt
11 7983.0 Blad_aff_virt
11 8998.0 Blad_aff_virt
11 10009.0 Blad_aff_virt
11 11027.0 Blad_aff_virt
11 12020.0 Blad_aff_virt
11 13027.0 Blad_aff_virt
11 14036.0 Blad_aff_virt
11 15010.0 Blad_aff_virt
11 15990.0 Blad_aff_virt
11 17062.0 Blad_aff_virt
11 18021.0 Blad_aff_virt
11 19002.0 Blad_aff_virt
11 19976.0 Blad_aff_virt
11 20986.0 Blad_aff_virt
11 21989.0 Blad_aff_virt
11 22969.0 Blad_aff_virt
11 23971.0 Blad_aff_virt
11 24976.0 Blad_aff_virt
11 25998.0 Blad_aff_virt
11 27015.0 Blad_aff_virt
11 28045.0 Blad_aff_virt
11 29071.0 Blad_aff_virt
11 30052.0 Blad_aff_virt
11 30994.0 Blad_aff_virt
11 32048.0 Blad_aff_virt
11 33098.0 Blad_aff_virt
11 34120.0 Blad_aff_virt
11 35074.0 Blad_aff_virt
11 36033.0 Blad_aff_virt
11 37000.0 Blad_aff_virt
11 38010.0 Blad_aff_virt
11 38995.0 Blad_aff_virt
11 40008.0 Blad_aff_virt
11 41092.0 Blad_aff_virt
11 42078.0 Blad_aff_virt
11 43097.0 Blad_aff_virt
11 44092.0 Blad_aff_virt
11 45105.0 Blad_aff_virt
11 46036.0 Blad_aff_virt
11 47013.0 Blad_aff_virt
11 47959.0 Blad_aff_virt
11 48950.0 Blad_aff_virt
11 49923.0 Blad_aff_virt
11 59953.0 Blad_aff_virt
12 997.0 Blad_aff_virt
12 2030.0 Blad_aff_virt
12 3043.0 Blad_aff_virt
12 4015.0 Blad_aff_virt
12 5004.0 Blad_aff_virt
12 6047.0 Blad_aff_virt
12 7019.0 Blad_aff_virt
12 8051.0 Blad_aff_virt
12 9022.0 Blad_aff_virt
12 10037.0 Blad_aff_virt
12 11086.0 Blad_aff_virt
12 12122.0 Blad_aff_virt
12 13134.0 Blad_aff_virt
12 14136.0 Blad_aff_virt
12 15141.0 Blad_aff_virt
12 16167.0 Blad_aff_virt
12 17162.0 Blad_aff_virt
12 18155.0 Blad_aff_virt
12 19168.0 Blad_aff_virt
12 20175.0 Blad_aff_virt
12 21159.0 Blad_aff_virt
12 22177.0 Blad_aff_virt
12 23180.0 Blad_aff_virt
12 24190.0 Blad_aff_virt
12 25201.0 Blad_aff_virt
12 26224.0 Blad_aff_virt
12 27212.0 Blad_aff_virt
12 28192.0 Blad_aff_virt
12 29156.0 Blad_aff_virt
12 30204.0 Blad_aff_virt
12 31236.0 Blad_aff_virt
12 32247.0 Blad_aff_virt
12 33259.0 Blad_aff_virt
12 34235.0 Blad_aff_virt
12 35268.0 Blad_aff_virt
12 36240.0 Blad_aff_virt
12 37194.0 Blad_aff_virt
12 38183.0 Blad_aff_virt
12 39210.0 Blad_aff_virt
12 40253.0 Blad_aff_virt
12 41279.0 Blad_aff_virt
12 42237.0 Blad_aff_virt
12 43224.0 Blad_aff_virt
12 44194.0 Blad_aff_virt
12 45258.0 Blad_aff_virt
12 46303.0 Blad_aff_virt
12 47307.0 Blad_aff_virt
12 48332.0 Blad_aff_virt
12 49302.0 Blad_aff_virt
12 59808.0 Blad_aff_virt
13 997.0 Blad_aff_virt
13 1967.0 Blad_aff_virt
13 2947.0 Blad_aff_virt
13 3947.0 Blad_aff_virt
13 4906.0 Blad_aff_virt
13 5928.0 Blad_aff_virt
13 6883.0 Blad_aff_virt
13 7967.0 Blad_aff_virt
13 8956.0 Blad_aff_virt
13 9971.0 Blad_aff_virt
13 10998.0 Blad_aff_virt
13 12006.0 Blad_aff_virt
13 13052.0 Blad_aff_virt
13 14045.0 Blad_aff_virt
13 14958.0 Blad_aff_virt
13 15957.0 Blad_aff_virt
13 16929.0 Blad_aff_virt
13 17964.0 Blad_aff_virt
13 18965.0 Blad_aff_virt
13 19892.0 Blad_aff_virt
13 20898.0 Blad_aff_virt
13 21939.0 Blad_aff_virt
13 22944.0 Blad_aff_virt
13 23937.0 Blad_aff_virt
13 24935.0 Blad_aff_virt
13 25929.0 Blad_aff_virt
13 26966.0 Blad_aff_virt
13 27972.0 Blad_aff_virt
13 28970.0 Blad_aff_virt
13 30063.0 Blad_aff_virt
13 31107.0 Blad_aff_virt
13 32074.0 Blad_aff_virt
13 33062.0 Blad_aff_virt
13 34084.0 Blad_aff_virt
13 35117.0 Blad_aff_virt
13 36137.0 Blad_aff_virt
13 37072.0 Blad_aff_virt
13 38054.0 Blad_aff_virt
13 39109.0 Blad_aff_virt
13 40133.0 Blad_aff_virt
13 41096.0 Blad_aff_virt
13 42105.0 Blad_aff_virt
13 43156.0 Blad_aff_virt
13 44125.0 Blad_aff_virt
13 45123.0 Blad_aff_virt
13 46071.0 Blad_aff_virt
13 47090.0 Blad_aff_virt
13 48086.0 Blad_aff_virt
13 49118.0 Blad_aff_virt
13 59940.0 Blad_aff_virt
14 985.0 Blad_aff_virt
14 1990.0 Blad_aff_virt
14 2993.0 Blad_aff_virt
14 4011.0 Blad_aff_virt
14 4989.0 Blad_aff_virt
14 5946.0 Blad_aff_virt
14 6931.0 Blad_aff_virt
14 7928.0 Blad_aff_virt
14 8964.0 Blad_aff_virt
14 9911.0 Blad_aff_virt
14 10863.0 Blad_aff_virt
14 11827.0 Blad_aff_virt
14 12828.0 Blad_aff_virt
14 13820.0 Blad_aff_virt
14 14826.0 Blad_aff_virt
14 15844.0 Blad_aff_virt
14 16827.0 Blad_aff_virt
14 17831.0 Blad_aff_virt
14 18849.0 Blad_aff_virt
14 19889.0 Blad_aff_virt
14 20901.0 Blad_aff_virt
14 21910.0 Blad_aff_virt
14 22933.0 Blad_aff_virt
14 23913.0 Blad_aff_virt
14 24915.0 Blad_aff_virt
14 25939.0 Blad_aff_virt
14 26927.0 Blad_aff_virt
14 27939.0 Blad_aff_virt
14 28976.0 Blad_aff_virt
14 30025.0 Blad_aff_virt
14 31016.0 Blad_aff_virt
14 32014.0 Blad_aff_virt
14 32999.0 Blad_aff_virt
14 33961.0 Blad_aff_virt
14 34922.0 Blad_aff_virt
14 35905.0 Blad_aff_virt
14 36914.0 Blad_aff_virt
14 37969.0 Blad_aff_virt
14 38989.0 Blad_aff_virt
14 39983.0 Blad_aff_virt
14 40965.0 Blad_aff_virt
14 41982.0 Blad_aff_virt
14 43017.0 Blad_aff_virt
14 43950.0 Blad_aff_virt
14 44958.0 Blad_aff_virt
14 45945.0 Blad_aff_virt
14 46977.0 Blad_aff_virt
14 48048.0 Blad_aff_virt
14 49039.0 Blad_aff_virt
15 995.0 Blad_aff_virt
15 2034.0 Blad_aff_virt
15 3015.0 Blad_aff_virt
15 4070.0 Blad_aff_virt
15 5078.0 Blad_aff_virt
15 6086.0 Blad_aff_virt
15 7115.0 Blad_aff_virt
15 8161.0 Blad_aff_virt
15 9208.0 Blad_aff_virt
15 10204.0 Blad_aff_virt
15 11170.0 Blad_aff_virt
15 12194.0 Blad_aff_virt
15 13219.0 Blad_aff_virt
15 14230.0 Blad_aff_virt
15 15248.0 Blad_aff_virt
15 16277.0 Blad_aff_virt
15 17280.0 Blad_aff_virt
15 18303.0 Blad_aff_virt
15 19316.0 Blad_aff_virt
15 20322.0 Blad_aff_virt
15 21336.0 Blad_aff_virt
15 22336.0 Blad_aff_virt
15 23328.0 Blad_aff_virt
15 24389.0 Blad_aff_virt
15 25400.0 Blad_aff_virt
15 26479.0 Blad_aff_virt
15 27480.0 Blad_aff_virt
15 28521.0 Blad_aff_virt
15 29541.0 Blad_aff_virt
15 30477.0 Blad_aff_virt
15 31463.0 Blad_aff_virt
15 32443.0 Blad_aff_virt
15 33438.0 Blad_aff_virt
15 34421.0 Blad_aff_virt
15 35414.0 Blad_aff_virt
15 36476.0 Blad_aff_virt
15 37416.0 Blad_aff_virt
15 38380.0 Blad_aff_virt
15 39445.0 Blad_aff_virt
15 40453.0 Blad_aff_virt
15 41457.0 Blad_aff_virt
15 42462.0 Blad_aff_virt
15 43424.0 Blad_aff_virt
15 44392.0 Blad_aff_virt
15 45376.0 Blad_aff_virt
15 46342.0 Blad_aff_virt
15 47277.0 Blad_aff_virt
15 48261.0 Blad_aff_virt
15 49235.0 Blad_aff_virt
15 59937.0 Blad_aff_virt
16 983.0 Blad_aff_virt
16 1970.0 Blad_aff_virt
16 3012.0 Blad_aff_virt
16 4033.0 Blad_aff_virt
16 4988.0 Blad_aff_virt
16 6013.0 Blad_aff_virt
16 6944.0 Blad_aff_virt
16 7975.0 Blad_aff_virt
16 9000.0 Blad_aff_virt
16 10011.0 Blad_aff_virt
16 11067.0 Blad_aff_virt
16 12046.0 Blad_aff_virt
16 13115.0 Blad_aff_virt
16 14145.0 Blad_aff_virt
16 15129.0 Blad_aff_virt
16 16198.0 Blad_aff_virt
16 17239.0 Blad_aff_virt
16 18194.0 Blad_aff_virt
16 19247.0 Blad_aff_virt
16 20268.0 Blad_aff_virt
16 21241.0 Blad_aff_virt
16 22220.0 Blad_aff_virt
16 23181.0 Blad_aff_virt
16 24218.0 Blad_aff_virt
