node_ids timestamps
6 33632.0
6 34641.0
6 35679.0
6 36667.0
6 37638.0
6 38623.0
6 39573.0
6 40529.0
6 41527.0
6 42527.0
6 43615.0
6 44619.0
6 45630.0
6 46592.0
6 47597.0
6 48649.0
6 49708.0
6 59954.0
7 998.0
7 1968.0
7 2974.0
7 3986.0
7 5037.0
7 6047.0
7 7040.0
7 8046.0
7 9091.0
7 10113.0
7 11117.0
7 12107.0
7 13102.0
7 14131.0
7 15136.0
7 16117.0
7 17149.0
7 18169.0
7 19135.0
7 20179.0
7 21235.0
7 22239.0
7 23227.0
7 24217.0
7 25208.0
7 26181.0
7 27173.0
7 28163.0
7 29189.0
7 30151.0
7 31186.0
7 32106.0
7 33120.0
7 34164.0
7 35179.0
7 36207.0
7 37232.0
7 38246.0
7 39209.0
7 40200.0
7 41162.0
7 42120.0
7 43157.0
7 44161.0
7 45160.0
7 46167.0
7 47127.0
7 48093.0
7 49073.0
7 59980.0
8 1052.0
8 2040.0
8 3051.0
8 4048.0
8 5053.0
8 6049.0
8 7043.0
8 8074.0
8 9090.0
8 10076.0
8 11048.0
8 12077.0
8 13124.0
8 14147.0
8 15100.0
8 16111.0
8 17142.0
8 18159.0
8 19129.0
8 20119.0
8 21177.0
8 22231.0
8 23175.0
8 24162.0
8 25159.0
8 26162.0
8 27169.0
8 28164.0
8 29140.0
8 30146.0
8 31107.0
8 32109.0
8 33140.0
8 34097.0
8 35087.0
8 36107.0
8 37103.0
8 38106.0
8 39115.0
8 40111.0
8 41072.0
8 42101.0
8 43085.0
8 44104.0
8 45086.0
8 46110.0
8 47101.0
8 48090.0
8 49087.0
9 992.0
9 1987.0
9 3000.0
9 4031.0
9 5060.0
9 6018.0
9 6983.0
9 7936.0
9 8953.0
9 9961.0
9 10935.0
9 11910.0
9 12929.0
9 13923.0
9 14870.0
9 15908.0
9 16915.0
9 17898.0
9 18938.0
9 19887.0
9 20898.0
9 21929.0
9 22917.0
9 23917.0
9 24944.0
9 25929.0
9 26956.0
9 27939.0
9 28969.0
9 30016.0
9 31014.0
9 32047.0
9 33083.0
9 34086.0
9 35058.0
9 36087.0
9 37012.0
9 37994.0
9 38958.0
9 39983.0
9 40983.0
9 41972.0
9 42967.0
9 43954.0
9 44974.0
9 45986.0
9 46963.0
9 47966.0
9 48944.0
9 49969.0
10 1041.0
10 2034.0
10 3002.0
10 4033.0
10 5028.0
10 6030.0
10 7060.0
10 8112.0
10 9138.0
10 10115.0
10 11094.0
10 12119.0
10 13152.0
10 14131.0
10 15122.0
10 16092.0
10 17139.0
10 18121.0
10 19100.0
10 20099.0
10 21109.0
10 22114.0
10 23073.0
10 24084.0
10 25107.0
10 26090.0
10 27033.0
10 28027.0
10 29021.0
10 29983.0
10 30994.0
10 32009.0
10 32959.0
10 33975.0
10 35007.0
10 36010.0
10 37031.0
10 38041.0
10 39063.0
10 40015.0
10 41043.0
10 42066.0
10 42976.0
10 43964.0
10 45008.0
10 46039.0
10 47048.0
10 48046.0
10 49032.0
10 49987.0
11 923.0
11 1927.0
11 2935.0
11 3940.0
11 4968.0
11 5972.0
11 6936.0
11 7889.0
11 8954.0
11 9951.0
11 10933.0
11 11919.0
11 12925.0
11 13940.0
11 14932.0
11 15933.0
11 16982.0
11 17985.0
11 18959.0
11 19968.0
11 20980.0
11 21964.0
11 22965.0
11 23963.0
11 24926.0
11 25877.0
11 26911.0
11 27900.0
11 28946.0
11 29976.0
11 31012.0
11 32044.0
11 33006.0
11 33970.0
11 34931.0
11 35959.0
11 36932.0
11 37907.0
11 38915.0
11 39856.0
11 40847.0
11 41839.0
11 42872.0
11 43829.0
11 44885.0
11 45839.0
11 46806.0
11 47837.0
11 48865.0
11 49845.0
11 59961.0
12 998.0
12 2000.0
12 3001.0
12 3976.0
12 5004.0
12 5986.0
12 7024.0
12 8038.0
12 9014.0
12 10023.0
12 10977.0
12 11956.0
12 12954.0
12 13955.0
12 14969.0
12 16031.0
12 17100.0
12 18133.0
12 19091.0
12 20105.0
12 21066.0
12 22051.0
12 23048.0
12 24060.0
12 25046.0
12 25997.0
12 27040.0
12 28066.0
12 29094.0
12 30084.0
12 31046.0
12 32020.0
12 32988.0
12 34024.0
12 35024.0
12 36007.0
12 37022.0
12 38008.0
12 39076.0
12 40085.0
12 41098.0
12 42186.0
12 43200.0
12 44194.0
12 45243.0
12 46178.0
12 47223.0
12 48223.0
12 49221.0
12 59843.0
13 986.0
13 1970.0
13 2957.0
13 3960.0
13 4938.0
13 5901.0
13 6940.0
13 7901.0
13 8913.0
13 9915.0
13 10935.0
13 11849.0
13 12895.0
13 13885.0
13 14888.0
13 15926.0
13 16908.0
13 17904.0
13 18856.0
13 19847.0
13 20896.0
13 21907.0
13 22856.0
13 23879.0
13 24839.0
13 25853.0
13 26821.0
13 27769.0
13 28719.0
13 29728.0
13 30746.0
13 31744.0
13 32751.0
13 33747.0
13 34773.0
13 35809.0
13 36822.0
13 37818.0
13 38829.0
13 39840.0
13 40862.0
13 41863.0
13 42834.0
13 43841.0
13 44790.0
13 45739.0
13 46715.0
13 47731.0
13 48725.0
13 49730.0
13 59850.0
14 1008.0
14 2034.0
14 3032.0
14 4051.0
14 5038.0
14 6036.0
14 7086.0
14 8155.0
14 9117.0
14 10058.0
14 11030.0
14 12030.0
14 12989.0
14 13980.0
14 15001.0
14 15970.0
14 17005.0
14 17980.0
14 18946.0
14 19915.0
14 20916.0
14 21893.0
14 22881.0
14 23829.0
14 24811.0
14 25825.0
14 26762.0
14 27775.0
14 28780.0
14 29836.0
14 30812.0
14 31855.0
14 32850.0
14 33811.0
14 34788.0
14 35827.0
14 36817.0
14 37862.0
14 38818.0
14 39790.0
14 40851.0
14 41864.0
14 42813.0
14 43850.0
14 44846.0
14 45878.0
14 46884.0
14 47879.0
14 48911.0
14 49974.0
14 59961.0
15 988.0
15 1957.0
15 2942.0
15 3925.0
15 4920.0
15 5965.0
15 6951.0
15 7977.0
15 8972.0
15 9955.0
15 10952.0
15 11940.0
15 12929.0
15 13952.0
15 14980.0
15 16028.0
15 17062.0
15 18078.0
15 19086.0
15 20109.0
15 21146.0
15 22097.0
15 23129.0
15 24080.0
15 25087.0
15 26071.0
15 27130.0
15 28108.0
15 29119.0
15 30101.0
15 31132.0
15 32122.0
15 33116.0
15 34156.0
15 35166.0
15 36194.0
15 37174.0
15 38191.0
15 39212.0
15 40189.0
15 41194.0
15 42173.0
15 43204.0
15 44224.0
15 45242.0
15 46250.0
15 47226.0
15 48254.0
15 49230.0
16 1022.0
16 2047.0
16 3109.0
16 4083.0
16 5078.0
16 6154.0
16 7124.0
16 8101.0
16 9115.0
16 10079.0
16 11113.0
16 12094.0
16 13116.0
16 14135.0
16 15130.0
16 16093.0
16 17080.0
16 18092.0
16 19105.0
16 20084.0
16 21170.0
16 22225.0
16 23196.0
16 24159.0
16 25182.0
16 26219.0
16 27231.0
16 28235.0
16 29216.0
16 30284.0
16 31316.0
16 32307.0
16 33304.0
16 34303.0
16 35347.0
16 36357.0
16 37354.0
16 38369.0
16 39363.0
16 40398.0
16 41401.0
16 42402.0
16 43403.0
16 44392.0
16 45399.0
16 46430.0
16 47439.0
16 48424.0
16 49431.0
16 59932.0
17 986.0
17 1957.0
17 2963.0
17 3991.0
17 5019.0
17 6055.0
17 7094.0
17 8111.0
17 9108.0
17 10129.0
17 11128.0
17 12146.0
17 13179.0
17 14208.0
17 15166.0
17 16160.0
17 17129.0
17 18164.0
17 19208.0
17 20156.0
17 21178.0
17 22188.0
17 23250.0
17 24233.0
17 25248.0
17 26241.0
17 27228.0
17 28182.0
17 29181.0
17 30179.0
17 31259.0
17 32272.0
17 33270.0
17 34246.0
17 35239.0
17 36276.0
17 37236.0
17 38196.0
17 39203.0
17 40237.0
17 41209.0
17 42207.0
17 43219.0
17 44246.0
17 45245.0
17 46238.0
17 47217.0
17 48212.0
17 49179.0
17 59855.0
18 995.0
18 1973.0
18 2932.0
18 3893.0
18 4887.0
18 5914.0
18 6906.0
18 7920.0
18 8865.0
18 9928.0
18 11000.0
18 12044.0
18 13031.0
18 14047.0
18 15057.0
18 16030.0
18 17088.0
18 18081.0
18 19074.0
18 20024.0
18 20999.0
18 22018.0
18 22988.0
18 23955.0
18 24965.0
18 25937.0
18 26921.0
18 27872.0
18 28797.0
18 29806.0
18 30800.0
18 31792.0
18 32803.0
18 33847.0
18 34764.0
18 35779.0
18 36751.0
18 37742.0
18 38695.0
18 39594.0
18 40634.0
18 41591.0
18 42563.0
18 43569.0
18 44557.0
18 45549.0
18 46509.0
18 47497.0
18 48513.0
18 49511.0
19 969.0
19 2014.0
19 3011.0
19 4047.0
19 5086.0
19 6070.0
19 7117.0
19 8116.0
19 9130.0
19 10137.0
19 11056.0
19 12125.0
19 13119.0
19 14089.0
19 15098.0
19 16057.0
19 16998.0
19 17961.0
19 18925.0
19 19906.0
19 20874.0
19 21833.0
19 22804.0
19 23830.0
19 24836.0
19 25833.0
19 26814.0
19 27889.0
19 28908.0
19 29877.0
19 30855.0
19 31887.0
19 32907.0
19 33849.0
19 34872.0
19 35854.0
19 36862.0
19 37918.0
19 38861.0
19 39853.0
19 40952.0
19 41984.0
19 42994.0
19 43973.0
19 44944.0
19 45916.0
19 46869.0
19 47841.0
19 48825.0
19 49856.0
20 992.0
20 2027.0
20 2979.0
20 4038.0
20 5063.0
20 6042.0
20 7066.0
20 8055.0
20 9022.0
20 10070.0
20 11053.0
20 12048.0
20 13029.0
20 14054.0
20 15019.0
20 16018.0
20 16995.0
20 18042.0
20 19045.0
20 19957.0
20 21010.0
20 22027.0
20 23026.0
20 23994.0
20 25064.0
20 26042.0
20 27082.0
20 28078.0
20 29114.0
20 30139.0
20 31142.0
20 32109.0
20 33101.0
20 34116.0
20 35152.0
20 36145.0
20 37119.0
20 38141.0
20 39134.0
20 40180.0
20 41142.0
20 42149.0
20 43178.0
20 44116.0
20 45152.0
20 46191.0
20 47231.0
20 48239.0
20 49264.0
20 59974.0
21 968.0
21 2036.0
21 3041.0
21 4017.0
21 5047.0
21 6031.0
21 7043.0
21 8048.0
21 9092.0
21 10065.0
21 11063.0
21 12043.0
21 13043.0
21 14009.0
21 15049.0
21 16003.0
21 17010.0
21 18050.0
21 19082.0
21 20078.0
21 21070.0
21 22057.0
21 23017.0
21 23993.0
21 25026.0
21 26007.0
21 27028.0
21 27994.0
21 29020.0
21 30016.0
21 31030.0
21 32003.0
21 33007.0
21 33999.0
21 34974.0
21 35993.0
21 37077.0
21 38054.0
21 39087.0
21 40050.0
21 41032.0
21 42061.0
21 43108.0
21 44146.0
21 45173.0
21 46164.0
21 47155.0
21 48120.0
21 49125.0
21 59948.0
22 947.0
22 1914.0
22 2904.0
22 3914.0
22 4916.0
22 5926.0
22 6916.0
22 7945.0
22 8948.0
22 9920.0
22 10937.0
22 11924.0
22 12906.0
22 13935.0
22 14919.0
22 15934.0
22 16981.0
22 17980.0
22 18987.0
22 19964.0
22 20916.0
22 21947.0
22 22975.0
22 23988.0
22 25026.0
22 26012.0
22 27043.0
22 28044.0
22 29059.0
22 30068.0
22 31124.0
22 32122.0
22 33163.0
22 34188.0
22 35150.0
22 36088.0
22 37105.0
22 38083.0
22 39048.0
22 40018.0
22 40993.0
22 42026.0
22 42995.0
22 44030.0
22 45001.0
22 46008.0
22 46947.0
22 47974.0
22 48971.0
22 49981.0
22 59987.0
23 1053.0
23 1988.0
23 2978.0
23 4027.0
23 5045.0
23 6075.0
23 7028.0
23 7969.0
23 8954.0
23 9964.0
23 10952.0
23 11917.0
23 12935.0
23 14021.0
23 15053.0
23 16089.0
23 17113.0
23 18120.0
23 19099.0
23 20035.0
23 21043.0
23 22025.0
23 22989.0
23 23927.0
23 24900.0
23 25898.0
23 26903.0
23 27883.0
23 28934.0
23 29901.0
23 30876.0
23 31842.0
23 32833.0
23 33764.0
23 34754.0
23 35704.0
23 36704.0
23 37721.0
23 38706.0
23 39703.0
23 40648.0
23 41699.0
23 42699.0
23 43734.0
23 44713.0
23 45728.0
23 46762.0
23 47737.0
23 48728.0
23 49706.0
23 59888.0
24 993.0
24 2010.0
24 3000.0
24 3956.0
24 4936.0
24 5905.0
24 6850.0
24 7825.0
24 8831.0
24 9797.0
24 10840.0
24 11826.0
24 12850.0
24 13787.0
24 14801.0
24 15827.0
24 16767.0
24 17756.0
24 18828.0
24 19894.0
24 20894.0
24 21888.0
24 22955.0
24 23893.0
24 24916.0
24 25927.0
24 26920.0
24 27984.0
24 28985.0
24 29998.0
24 31037.0
24 31994.0
24 33029.0
24 34027.0
24 34978.0
24 35955.0
24 36914.0
24 37945.0
24 38977.0
24 39950.0
24 40985.0
24 41997.0
24 43023.0
24 43997.0
24 44986.0
24 45976.0
24 46991.0
24 48012.0
24 49012.0
24 49974.0
24 59897.0
25 1033.0
25 2009.0
25 2991.0
25 3982.0
25 4960.0
25 5917.0
25 6888.0
25 7897.0
25 8870.0
25 9811.0
25 10823.0
25 11797.0
25 12817.0
25 13843.0
25 14864.0
25 15875.0
25 16851.0
25 17866.0
25 18857.0
25 19917.0
25 20920.0
25 21840.0
25 22904.0
25 23878.0
25 24894.0
25 25896.0
25 26933.0
25 27943.0
25 28959.0
25 30017.0
25 30982.0
25 32020.0
25 33005.0
25 34005.0
25 35010.0
25 36042.0
25 37104.0
25 38141.0
25 39171.0
25 40160.0
25 41157.0
25 42128.0
25 43133.0
25 44106.0
25 45071.0
25 46073.0
25 47062.0
25 48036.0
25 49045.0
26 1011.0
26 2040.0
26 3032.0
26 3984.0
26 4988.0
26 5986.0
26 6974.0
26 8034.0
26 9009.0
26 10000.0
26 10991.0
26 12033.0
26 13050.0
26 14032.0
26 15002.0
26 15985.0
26 16995.0
26 17985.0
26 18975.0
26 19962.0
26 20924.0
26 21924.0
26 22912.0
26 23892.0
26 24954.0
26 25993.0
26 27009.0
26 28017.0
26 28990.0
26 29942.0
26 30983.0
26 31985.0
26 32946.0
26 33937.0
26 34950.0
26 35976.0
26 36996.0
26 37998.0
26 38931.0
26 39955.0
26 40937.0
26 41987.0
26 43011.0
26 43960.0
26 44975.0
26 45974.0
26 46987.0
26 47977.0
26 49002.0
27 924.0
27 2001.0
27 2983.0
27 3991.0
27 4987.0
27 5965.0
27 6915.0
27 7899.0
27 8950.0
27 9895.0
27 10886.0
27 11848.0
27 12837.0
27 13841.0
27 14839.0
27 15809.0
27 16828.0
27 17782.0
27 18717.0
27 19689.0
27 20642.0
27 21647.0
27 22651.0
27 23644.0
27 24631.0
27 25634.0
27 26615.0
27 27541.0
27 28556.0
27 29566.0
27 30589.0
27 31560.0
27 32506.0
27 33516.0
27 34527.0
27 35526.0
27 36511.0
27 37429.0
27 38404.0
27 39393.0
27 40372.0
27 41386.0
27 42355.0
27 43352.0
27 44333.0
27 45319.0
27 46328.0
27 47352.0
27 48381.0
27 49381.0
27 59964.0
28 981.0
28 1967.0
28 2946.0
28 3938.0
28 4968.0
28 5940.0
28 6894.0
28 7897.0
28 8911.0
28 9944.0
28 10936.0
28 11939.0
28 12951.0
28 13903.0
28 14898.0
28 15856.0
28 16804.0
28 17839.0
28 18829.0
28 19849.0
28 20835.0
28 21807.0
28 22833.0
28 23809.0
28 24782.0
28 25740.0
28 26730.0
28 27752.0
28 28762.0
28 29787.0
28 30733.0
28 31722.0
28 32714.0
28 33738.0
28 34762.0
28 35704.0
28 36722.0
28 37722.0
28 38715.0
28 39755.0
28 40780.0
28 41759.0
28 42798.0
28 43891.0
28 44889.0
28 45910.0
28 46905.0
28 47895.0
28 48924.0
28 49894.0
29 946.0
29 1964.0
29 2964.0
29 3993.0
29 5012.0
29 6017.0
29 7016.0
29 7991.0
29 9071.0
29 10115.0
29 11121.0
29 12137.0
29 13141.0
29 14119.0
29 15124.0
29 16170.0
29 17173.0
29 18190.0
29 19244.0
29 20257.0
29 21258.0
29 22293.0
29 23238.0
29 24266.0
29 25265.0
29 26243.0
29 27272.0
29 28325.0
29 29360.0
29 30412.0
29 31424.0
29 32414.0
29 33460.0
29 34459.0
29 35430.0
29 36415.0
29 37438.0
29 38507.0
29 39477.0
29 40483.0
29 41513.0
29 42532.0
29 43492.0
29 44520.0
29 45553.0
29 46552.0
29 47598.0
29 48565.0
29 49551.0
30 985.0
30 1972.0
30 3008.0
30 4015.0
30 4980.0
30 5904.0
30 6914.0
30 7906.0
30 8921.0
30 9909.0
30 10923.0
30 11948.0
30 12970.0
30 13965.0
30 14959.0
30 15948.0
30 16908.0
30 17908.0
30 18860.0
30 19856.0
30 20856.0
30 21854.0
30 22840.0
30 23843.0
30 24848.0
30 25841.0
30 26824.0
30 27828.0
30 28797.0
30 29801.0
30 30762.0
30 31798.0
30 32808.0
30 33779.0
30 34777.0
30 35747.0
30 36794.0
30 37856.0
30 38800.0
30 39825.0
30 40801.0
30 41831.0
30 42852.0
30 43869.0
30 44927.0
30 45967.0
30 46987.0
30 48013.0
30 49026.0
30 59859.0
31 1030.0
31 2040.0
31 3047.0
31 4052.0
31 5019.0
31 6048.0
31 7071.0
31 8108.0
31 9109.0
31 10159.0
31 11196.0
31 12216.0
31 13261.0
31 14187.0
31 15188.0
31 16170.0
31 17175.0
31 18156.0
31 19057.0
31 20024.0
31 21048.0
31 22048.0
31 23053.0
31 24075.0
31 25092.0
31 26115.0
31 27163.0
31 28202.0
31 29260.0
31 30219.0
31 31227.0
31 32260.0
31 33272.0
31 34303.0
31 35270.0
31 36263.0
31 37240.0
31 38272.0
31 39248.0
31 40259.0
31 41220.0
31 42193.0
31 43223.0
31 44192.0
31 45233.0
31 46219.0
31 47207.0
31 48219.0
31 49177.0
32 1001.0
32 1959.0
32 2943.0
32 3923.0
32 4980.0
32 5961.0
32 6978.0
32 7993.0
32 8939.0
32 9934.0
32 10914.0
32 11899.0
32 12981.0
32 13918.0
32 14876.0
32 15824.0
32 16822.0
32 17836.0
32 18858.0
32 19958.0
32 20977.0
32 22003.0
32 22980.0
32 23946.0
32 24946.0
32 25948.0
32 26905.0
32 27890.0
32 28864.0
32 29819.0
32 30794.0
32 31807.0
32 32803.0
32 33783.0
32 34774.0
32 35759.0
32 36773.0
32 37774.0
32 38780.0
32 39762.0
32 40783.0
32 41767.0
32 42755.0
32 43778.0
32 44825.0
32 45843.0
32 46821.0
32 47850.0
32 48832.0
32 49794.0
32 59985.0
33 928.0
33 1936.0
33 2869.0
33 3837.0
33 4867.0
33 5853.0
33 6830.0
33 7827.0
33 8859.0
33 9844.0
33 10864.0
33 11831.0
33 12858.0
33 13839.0
33 14893.0
33 15942.0
33 16895.0
33 17922.0
33 18940.0
33 19945.0
33 20886.0
33 21930.0
33 22945.0
33 23899.0
33 24930.0
33 25924.0
33 26937.0
33 27937.0
33 28904.0
33 29869.0
33 30869.0
33 31884.0
33 32844.0
33 33801.0
33 34763.0
33 35757.0
33 36781.0
33 37771.0
33 38744.0
33 39750.0
33 40791.0
33 41878.0
33 42915.0
33 43846.0
33 44861.0
33 45819.0
33 46800.0
33 47782.0
33 48755.0
33 49744.0
34 1075.0
34 2048.0
34 3062.0
34 4050.0
34 5055.0
34 6026.0
34 7065.0
34 8011.0
34 9022.0
34 10060.0
34 11043.0
34 12061.0
34 13086.0
34 14033.0
34 15042.0
34 15996.0
34 17041.0
34 18105.0
34 19099.0
34 20072.0
34 21109.0
34 22070.0
34 23057.0
34 24034.0
34 25102.0
34 26109.0
34 27136.0
34 28134.0
34 29144.0
34 30155.0
34 31170.0
34 32188.0
34 33241.0
34 34228.0
34 35204.0
34 36192.0
34 37142.0
34 38181.0
34 39216.0
34 40194.0
34 41211.0
34 42259.0
34 43264.0
34 44251.0
34 45277.0
34 46254.0
34 47265.0
34 48289.0
34 49339.0
35 1011.0
35 2043.0
35 3056.0
35 4064.0
35 5044.0
35 6050.0
35 7168.0
35 8153.0
35 9138.0
35 10169.0
35 11110.0
35 12043.0
35 13030.0
35 14046.0
35 15025.0
35 16016.0
35 17045.0
35 18066.0
35 19081.0
35 20095.0
35 21141.0
35 22177.0
35 23161.0
35 24143.0
35 25085.0
35 26022.0
35 26993.0
35 27920.0
35 28949.0
35 29919.0
35 30952.0
35 31952.0
35 32950.0
35 33949.0
35 34947.0
35 35918.0
35 36933.0
35 37979.0
35 38962.0
35 39998.0
35 41030.0
35 42025.0
35 43066.0
35 44076.0
35 45096.0
35 46071.0
35 47038.0
35 48017.0
35 49055.0
36 952.0
36 1919.0
36 2910.0
36 3908.0
36 4948.0
36 5966.0
36 7004.0
36 8033.0
36 9039.0
36 10030.0
36 11065.0
36 12081.0
36 13095.0
36 14084.0
36 15070.0
36 16067.0
36 17052.0
36 18120.0
36 19140.0
36 20097.0
36 21142.0
36 22145.0
36 23182.0
36 24166.0
36 25099.0
36 26062.0
36 27084.0
36 28074.0
36 29082.0
36 30060.0
36 31068.0
36 32072.0
36 33016.0
36 34053.0
36 35019.0
36 36026.0
36 37028.0
36 37967.0
36 38967.0
36 40001.0
36 41025.0
36 42057.0
36 43049.0
36 44033.0
36 45030.0
36 46004.0
36 47030.0
36 48054.0
36 48994.0
36 49941.0
36 59754.0
37 1057.0
37 2030.0
37 3065.0
37 4024.0
37 5051.0
37 6064.0
37 7065.0
37 8061.0
37 9044.0
37 10014.0
37 10982.0
37 11959.0
37 12976.0
37 13959.0
37 14916.0
37 15927.0
37 16919.0
37 17949.0
37 18939.0
37 19954.0
37 20898.0
37 21930.0
37 22907.0
37 23937.0
37 24913.0
37 25905.0
37 26909.0
37 27874.0
37 28872.0
37 29838.0
37 30876.0
37 31916.0
37 32899.0
37 33948.0
37 34887.0
37 35895.0
37 36851.0
37 37845.0
37 38843.0
37 39797.0
37 40823.0
37 41798.0
37 42812.0
37 43785.0
37 44813.0
37 45793.0
37 46841.0
37 47857.0
37 48910.0
37 49903.0
37 59935.0
38 1022.0
38 2050.0
38 3082.0
38 4083.0
38 5044.0
38 6055.0
38 7086.0
38 8047.0
38 8981.0
38 9914.0
38 10916.0
38 11817.0
38 12862.0
38 13822.0
38 14870.0
38 15857.0
38 16839.0
38 17884.0
38 18883.0
38 19868.0
38 20855.0
38 21865.0
38 22896.0
38 23864.0
38 24867.0
38 25916.0
38 26864.0
38 27842.0
38 28891.0
38 29888.0
38 30890.0
38 31886.0
38 32890.0
38 33866.0
38 34824.0
38 35840.0
38 36856.0
38 37857.0
38 38882.0
38 39848.0
38 40832.0
38 41866.0
38 42880.0
38 43808.0
38 44796.0
38 45765.0
38 46760.0
38 47780.0
38 48771.0
38 49779.0
38 59902.0
39 1029.0
39 2006.0
39 2958.0
39 3996.0
39 4962.0
39 6002.0
39 6988.0
39 8021.0
39 8996.0
39 10061.0
39 11058.0
39 12069.0
39 13081.0
39 14057.0
39 15102.0
39 16129.0
39 17114.0
39 18051.0
39 19023.0
39 20039.0
39 21009.0
39 21988.0
39 23017.0
39 24059.0
39 25068.0
39 26064.0
39 27049.0
39 28051.0
39 29083.0
39 30058.0
39 31073.0
39 32064.0
39 33053.0
39 34038.0
39 35042.0
39 36025.0
39 37041.0
39 38096.0
39 39027.0
39 40034.0
39 41035.0
39 42005.0
39 43030.0
39 44050.0
39 45058.0
